100,90,0,10,0,upload://IMPORT_Contact_1-0
100,100,0,0,0,upload://IMPORT_Contact_1-1
100,44,0,56,0,upload://IMPORT_Contact_1-2
64,13,0,51,0,upload://IMPORT_Contact_1-3
